Entry	Status	Gene names	Subcellular location [CC]
Q9DAN6	reviewed	Gtsf1 Cue110 Fam112b	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17919994, ECO:0000269|PubMed:19735653}.
O08843	reviewed	Lst1 B144	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Note=Also detected in a perinuclear region corresponding to the localization of the Golgi apparatus and throughout the cytoplasm. {ECO:0000250}.
Q9D2Y4	reviewed	Mlkl	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8NB16}. Cell membrane {ECO:0000250|UniProtKB:Q8NB16}. Note=Localizes to the cytoplasm and translocates to the plasma membrane on necroptosis induction. {ECO:0000250|UniProtKB:Q8NB16}.
Q61153	reviewed	Dio1 Itdi1 Txdi1	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q69ZK9	reviewed	Nlgn2 Kiaa1366	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:29742426}. Cell junction, synapse, presynaptic cell membrane. Note=Detected at postsynaptic membranes in brain. Detected at dendritic spines in cultured neurons. Colocalizes with GPHN and ARHGEF9 at neuronal cell membranes (By similarity). Localized at presynaptic membranes in retina. Colocalizes with GABRG2 at inhibitory synapses in the retina. {ECO:0000250}.
P70669	reviewed	Phex Hyp Pex	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11811562}; Single-pass type II membrane protein {ECO:0000305}.
Q8BGT8	reviewed	Phyhipl	
Q9DBR7	reviewed	Ppp1r12a Mypt1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O14974}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:O14974}. Note=Also along actomyosin filaments. {ECO:0000250|UniProtKB:O14974}.
Q9DBB4	reviewed	Naa16 Narg1l Nat2	
P83882	reviewed	Rpl36a Rpl44	SUBCELLULAR LOCATION: Cytoplasm.
Q8CFI7	reviewed	Polr2b	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q8K4Q0	reviewed	Rptor Raptor	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Lysosome {ECO:0000250}. Cytoplasmic granule {ECO:0000250|UniProtKB:Q8N122}. Note=Targeting to lysosomes depends on amino acid availability. In arsenite-stressed cells, accumulates in stress granules when associated with SPAG5 and association with lysosomes is drastically decreased. {ECO:0000250}.
Q921E2	reviewed	Rab31	SUBCELLULAR LOCATION: Early endosome {ECO:0000250|UniProtKB:Q13636}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:Q13636}. Golgi apparatus, trans-Golgi network membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:Q13636}. Cytoplasmic vesicle, phagosome membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Rapidly recruited to phagosomes containing S.aureus or M.tuberculosis. {ECO:0000250|UniProtKB:Q13636}.
Q3U827	reviewed	Rnf180 Rines	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18363970}; Single-pass membrane protein {ECO:0000269|PubMed:18363970}. Nucleus envelope {ECO:0000269|PubMed:18363970}.
Q3UIW8	reviewed	Rnf224 Gm757	
Q3URE9	reviewed	Lingo2 Lrrn6c	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
O88952	reviewed	Lin7c Mals3 Veli3	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Basolateral cell membrane; Peripheral membrane protein. Cell junction. Cell junction, synapse, postsynaptic density membrane; Peripheral membrane protein. Cell junction, tight junction. Note=Mainly basolateral in renal epithelial cells.
Q64291	reviewed	Krt12 Krt1-12 Krt1.12	
P48356	reviewed	Lepr Db Obr	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P48357}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P48357}. Basolateral cell membrane {ECO:0000250|UniProtKB:P48357}.; SUBCELLULAR LOCATION: [Isoform E]: Secreted {ECO:0000305|PubMed:17620316}.
Q9EQ14	reviewed	Il23a	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11114383}. Note=Secreted upon association with IL12B.
Q925I0	reviewed	Krtap19-2 Krtap16-1 Krtap16.1	
Q8C4X2	reviewed	Csnk1g3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q61743	reviewed	Kcnj11	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
O08640	reviewed	Krtap14 Pmg1	
O54879	reviewed	Hmgb3 Hmg2a Hmg4	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P40618, ECO:0000255|PROSITE-ProRule:PRU00267}. Chromosome {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:19890330}.
Q9DCB1	reviewed	Hmgn3	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P97861	reviewed	Krt86 Krt2-10 Krthb6	
Q17ST2	reviewed	Kcna7 Kcnc7	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11896454, ECO:0000269|PubMed:16801386, ECO:0000269|PubMed:9488722}; Multi-pass membrane protein {ECO:0000269|PubMed:11896454, ECO:0000269|PubMed:16801386, ECO:0000269|PubMed:9488722}.
P70333	reviewed	Hnrnph2 Hnrph2	SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000250}.
Q99N69	reviewed	Lpxn	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell junction, focal adhesion. Nucleus. Cytoplasm, perinuclear region. Cell projection, podosome. Cell membrane. Note=Shuttles between the cytoplasm and nucleus. Recruited to the cell membrane following B-cell antigen receptor (BCR) cross-linking in B-cells. Enhanced focal adhesion kinase activity (PTK2/FAK) attenuates its nuclear accumulation and limits its ability to enhance serum response factor (SRF)-dependent gene transcription. Targeting to focal adhesions is essential for its tyrosine phosphorylation in response to bombesin (By similarity). {ECO:0000250}.
Q3TX51	reviewed	Lrrc28	
O89109	reviewed	Kcnn4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O15554}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O15554}.
Q8CIM1	reviewed	Lrrc45	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q96CN5}. Note=Localizes to the proteinaceous linker between the proximal ends of the centrioles. {ECO:0000250|UniProtKB:Q96CN5}.
Q64525	reviewed	Hist2h2bb	SUBCELLULAR LOCATION: Nucleus. Chromosome.
P01628	reviewed		
P01649	reviewed		
P01644	reviewed		
P62748	reviewed	Hpcal1	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P37235}; Lipid-anchor {ECO:0000250|UniProtKB:P37235}.
Q91WD7	reviewed	Kif18a	SUBCELLULAR LOCATION: Cell projection, ruffle {ECO:0000250}. Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}.
Q5QNS5	reviewed	Havcr1 Kim1 Tim1 Timd1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q8BPT6	reviewed	Immp2l	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q9D0R8	reviewed	Lsm12	
Q9WV38	reviewed	Slc2a5 Glut5	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:18496516, ECO:0000269|PubMed:19091748, ECO:0000269|PubMed:26071406}; Multi-pass membrane protein {ECO:0000269|PubMed:18496516}. Cell membrane {ECO:0000269|PubMed:12031501, ECO:0000269|PubMed:19091748}; Multi-pass membrane protein {ECO:0000305}. Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P43427}. Note=Localized on the apical membrane of jejunum villi, but also on lateral plasma membranes of the villi (PubMed:18496516, PubMed:26071406). Transport to the cell membrane is dependent on RAB11A (PubMed:26071406). {ECO:0000269|PubMed:18496516, ECO:0000269|PubMed:26071406}.
Q9CQR7	reviewed	Psenen Pen2	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12522139}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9NZ42}. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:12522139}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9NZ42}. Cell membrane {ECO:0000250|UniProtKB:Q9NZ42}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9NZ42}. Membrane {ECO:0000250|UniProtKB:Q9NZ42}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9NZ42}. Note=Predominantly located in the endoplasmic reticulum and in the cis-Golgi. {ECO:0000269|PubMed:12522139}.
Q8VI59	reviewed	Pcnx3 Pcnxl3	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P22005	reviewed	Penk Penk1	SUBCELLULAR LOCATION: Secreted.
Q811Q9	reviewed	Pcyt1b	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250}.
Q9Z2J6	reviewed	Ptgdr2 Crth2 Gpr44	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Internalized receptors colocalized with RAB11A. {ECO:0000250}.
P47857	reviewed	Pfkm Pfk-m Pfka	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell projection, cilium, flagellum {ECO:0000269|PubMed:19889946}. Note=Principal piece region of the sperm flagellum. {ECO:0000269|PubMed:19889946}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell projection, cilium, flagellum {ECO:0000269|PubMed:19889946}. Note=Principal piece region of the sperm flagellum. {ECO:0000269|PubMed:19889946}.
Q8VG06	reviewed	Olfr491 Mor204-11	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8VBW9	reviewed	Olfr63 Mor267-1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q0VAX9	reviewed	Olfr18 Mor145-1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8BU40	reviewed	Nlrp4a Nalp4a	
Q3V1G4	reviewed	Olfml2b	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15836428}.
Q9CQ75	reviewed	Ndufa2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O43678}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43678}; Matrix side {ECO:0000250|UniProtKB:O43678}.
Q9CQZ6	reviewed	Ndufb3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O43676}; Single-pass membrane protein {ECO:0000250|UniProtKB:O43676}; Matrix side {ECO:0000250|UniProtKB:O43676}.
Q9DCU0	reviewed	Paqr5 Mprg	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NXK6}; Multi-pass membrane protein {ECO:0000255}.
Q9CRA4	reviewed	Msmo1 Sc4mol	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8CIE4	reviewed	Parp10	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8K3Y6}. Nucleus {ECO:0000250|UniProtKB:Q8K3Y6}. Note=Localizes in the cytoplasm at steady state, but shuttles between nucleus and cytoplasm in a XPO1-dependent manner. {ECO:0000250|UniProtKB:Q8K3Y6}.
Q9CWG8	reviewed	Ndufaf7	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q7L592}.
Q9CWP6	reviewed	Mospd2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q8NHP6}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q8NHP6}.
Q9Z101	reviewed	Pard6a Par6a	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Cell junction, tight junction {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250|UniProtKB:Q9NPB6}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9NPB6}. Note=Colocalizes with GTP-bound CDC42 or RAC1 at membrane ruffles and with PARD3 at epithelial tight junctions. Recruited to the centrosome by a microtubule and dynein-dynactin-dependent mechanism. {ECO:0000250|UniProtKB:Q9NPB6}.
P03911	reviewed	Mtnd4 mt-Nd4 Nd4	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8VBX6	reviewed	Mpdz Mupp1	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Apical cell membrane; Peripheral membrane protein; Cytoplasmic side. Cell junction, synapse, postsynaptic density. Cell projection, dendrite. Cell junction, tight junction {ECO:0000250}. Cell junction, synapse. Cell junction, synapse, synaptosome {ECO:0000250}. Note=Colocalizes with HTR2C on the apical membrane of epithelial choroid plexus cells. Highly enriched in postsynaptic densities (PSD). Localized to punctae on dendrites of hippocampal neurons and colocalizes with the synaptic marker DLG4. Enriched at the tight junctions of epithelial cells. Association to the tight junctions depends on CXADR (By similarity). In the retina, localizes to the sub-apical region adjacent to the adherens junction complex at the outer limiting membrane. Localized mainly in the Schmidt-Lanterman incisures of myelinating Schwann cells. {ECO:0000250}.
Q9D6Y7	reviewed	Msra	SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus. Membrane; Lipid-anchor.
P63030	reviewed	Mpc1 Brp44l	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22628554}; Multi-pass membrane protein {ECO:0000269|PubMed:22628554}.
Q8CGQ8	reviewed	Slc24a4 Nckx4	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24621671, ECO:0000269|PubMed:26247047}. Cell membrane {ECO:0000269|PubMed:24621671, ECO:0000269|PubMed:26247047}; Multi-pass membrane protein {ECO:0000269|PubMed:24621671}.
P30306	reviewed	Cdc25b Cdc25m2	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P30305}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:P30305}.
Q99JF5	reviewed	Mvd	
Q99020	reviewed	Hnrnpab Cbf-a Cgbfa Hnrpab	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Cytoplasm {ECO:0000250}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250}.
Q9JHR9	reviewed	Nrip2 Nix1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10860982}.
P97372	reviewed	Psme2 Pa28b1	
Q923B3	reviewed	Nrif1 Nrif Zfp110	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Translocates into the nucleus following binding to TRAF6 and subsequent ubiquitination at Lys-15.
Q80Z24	reviewed	Negr1 Kiaa3001 Ntra	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.
Q9JK23	reviewed	Psmg1 Dscr2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O95456}. Endoplasmic reticulum {ECO:0000250|UniProtKB:O95456}.
P51954	reviewed	Nek1	SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:16267153}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:16267153}. Note=Associated with the pericentriolar material (By similarity). Localizes to centrosome during interphase and mitosis (PubMed:16267153). {ECO:0000250|UniProtKB:Q96PY6, ECO:0000269|PubMed:16267153}.
Q8CFV4	reviewed	Nrn1 Cpg15	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}. Cell junction, synapse {ECO:0000305|PubMed:22632720}.
P0C7N9	reviewed	Psmg4 Pac4	
Q9ES70	reviewed	Nek6	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Nucleus speckle {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250}. Note=Co- localizes with APBB1 at the nuclear speckles. Colocalizes with PIN1 in the nucleus. Colocalizes with ATF4, CIR1, ARHGAP33, ANKRA2, CDC42, NEK9, RAD26L, RBBP6, RPS7, TRIP4, RELB and PHF1 in the centrosome. Localizes to spindle microtubules in metaphase and anaphase and to the midbody during cytokinesis (By similarity). {ECO:0000250}.
Q8CDZ2	reviewed	Mettl21e	
Q3UWS6	reviewed	Myocos	
Q7TPH6	reviewed	Mycbp2 Pam Phr1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26304119}. Cell projection, axon {ECO:0000269|PubMed:18031680}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18031680}. Note=Localizes to axon shafts and associates with microtubule cytoskeleton (PubMed:18031680). Translocates to the nucleus following interaction with sumoylated RANGAP1 (PubMed:26304119). {ECO:0000269|PubMed:18031680, ECO:0000269|PubMed:26304119}.
P22366	reviewed	Myd88	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17018642}. Nucleus {ECO:0000250|UniProtKB:Q99836}.
Q2Q5T5	reviewed	Mymx Gm7325	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28386024, ECO:0000269|PubMed:28569745, ECO:0000269|PubMed:28569755}; Single-pass membrane protein {ECO:0000269|PubMed:30197239}.
Q02780	reviewed	Nfia	SUBCELLULAR LOCATION: Nucleus.
Q9D6A1	reviewed	Myo1h	
Q8C784	reviewed	Mosmo Atthog	SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000269|PubMed:29290584}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:29290584}; Multi-pass membrane protein {ECO:0000255}.
O35427	reviewed	Crcp	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cell membrane {ECO:0000269|PubMed:10903324}; Peripheral membrane protein {ECO:0000269|PubMed:10903324}; Cytoplasmic side {ECO:0000269|PubMed:10903324}.
Q3UV31	reviewed	Rnf223	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9JJ72	reviewed	Rprm	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10930422}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P60154	reviewed	Rnase9	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q91VS7	reviewed	Mgst1	SUBCELLULAR LOCATION: Microsome {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P41139	reviewed	Id4 Id-4 Idb4	SUBCELLULAR LOCATION: Nucleus.
Q80TK0	reviewed	Kiaa1107	SUBCELLULAR LOCATION: Cell projection, axon {ECO:0000269|PubMed:29262337}. Cell junction, synapse, presynapse {ECO:0000269|PubMed:29262337}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:D4A0X3}. Note=In primary cultures, mainly present at axonal and presynaptic terminal levels of mature neurons. In immature neurons, localizes to the cell body and growing processes, including axons. {ECO:0000269|PubMed:29262337}.
Q8BMT9	reviewed	Hhat Skn	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15075292, ECO:0000269|PubMed:18081866}; Multi-pass membrane protein {ECO:0000269|PubMed:15075292, ECO:0000269|PubMed:18081866}.
Q8BPC6	reviewed		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18614015}.
P16125	reviewed	Ldhb Ldh-2 Ldh2	SUBCELLULAR LOCATION: Cytoplasm.
O35664	reviewed	Ifnar2	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305|PubMed:9295335, ECO:0000305|PubMed:9322767}; Single-pass type I membrane protein {ECO:0000305|PubMed:9322767}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305|PubMed:9322767}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305|PubMed:9295335, ECO:0000305|PubMed:9322767}.
Q6P1Y8	reviewed	Inpp4b	
Q8K013	reviewed	Gtpbp10	SUBCELLULAR LOCATION: Nucleus, nucleolus. Note=Found in the dense fibrillar compartment region of the nucleolus. {ECO:0000250}.
P51667	reviewed	Myl2 Mylpc	SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, A band {ECO:0000250|UniProtKB:P08733}.
Q80UK8	reviewed	Ints2 Kiaa1287	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250|UniProtKB:Q9H0H0}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9H0H0}.
P35459	reviewed	Ly6d Ly61 Thb	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.
Q7TS72	reviewed	Itpkc	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Shuttles actively between nucleus and cytoplasm with both nuclear import and nuclear export activity. {ECO:0000250}.
P63248	reviewed	Pkia	
Q3UEI1	reviewed	Pde4c	SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:21670265}.
Q60767	reviewed	Ly75 Cd205	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:7553896}; Single-pass type I membrane protein {ECO:0000269|PubMed:7553896}.
Q9QXQ1	reviewed	Pde7b	
Q6P6P7	reviewed	Parp6	
P43117	reviewed	Ptgfr	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8BZN4	reviewed	Nuak2 Omphk2	
Q80TM9	reviewed	Nisch Kiaa0975	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:11121431, ECO:0000269|PubMed:15229651, ECO:0000269|PubMed:16002401, ECO:0000269|PubMed:16678176}. Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Note=Enriched in the early/sorting and recycling endosomes (By similarity). Colocalized in early/sorting endosomes with EEA1 and SNX2 and in recycling endosomes with transferrin receptor (By similarity). Colocalized with MAPK1 and MAPK3 in RVLM neurons (By similarity). Detected in the perinuclear region partially associated with punctate structures. Colocalizes with PAK1 in cytoplasm, vesicular structures in the perinuclear area and membrane ruffles. Colocalizes with RAC1 in the cytoplasm and vesicles structures. {ECO:0000250}.
Q920S2	reviewed	Prss41 Tessp1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15515062, ECO:0000269|PubMed:19798924}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:15515062, ECO:0000269|PubMed:19798924}. Note=Localized in the plasma membrane of spermatogonia. Localized in intracellular compartment in spermatocytes, probably in the Golgi apparatus.
Q9DAA4	reviewed	Prss37 Tryx2	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:A4D1T9}. Secreted {ECO:0000305}.
Q9JHK4	reviewed	Rabggta	
Q2LKW6	reviewed	Nlrp1b Nalp1b	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19124602}. Cytoplasm, cytosol {ECO:0000269|PubMed:19124602}. Inflammasome {ECO:0000269|PubMed:24492532}. Membrane {ECO:0000269|PubMed:19124602}.
